Text,Feeling,Talking,book_id,sentence_id
 또한 대모가 되어달라는 요청도 업었고 말이에요.,3,0,2003,27
고양이는 곧장 교회로 가 돼지비계가 든 항아리를 거머쥐곤 핥아먹기 시작해 순식간에 항아리 윗부분에 있던 돼지비계들을 죄다 핥아먹어 버렸어요.,3,0,2003,28
그런 다음 마을의 지붕들 위를 유유히 거닐며 햇살에 팔다리를 쭉 펴고 누워있다 돼지비계 생각이 날 때마다 입술을 핥았어요.,3,0,2003,29
그러다 저녁 무렵에 집으로 돌아갔지요.,5,0,2003,30
"“어이, 왔구나,”",5,1,2003,31
라며 쥐가 말했어요.,0,0,2003,32
“오늘 즐거웠겠지.,5,1,2003,33
“다 잘 됐어.,5,1,2003,34
라고 고양이가 말했어요.,0,0,2003,35
“그래 아기 이름을 뭘로 지은 거야?”,5,1,2003,36
“핥다 말았다!”,5,1,2003,37
라며 고양이가 아주 쿨하게 말했어요.,0,0,2003,38
“핥다 말았다라고!”,5,1,2003,39
라며 쥐가 큰소리로 말했어요.,0,0,2003,40
"“그 참 요상한 이름이네, 너희 고양이들에겐 친숙한 이름이니?”",5,1,2003,41
"“그 이름이 의미하는 바는,”",5,1,2003,42
라며 고양이가 말했어요.,0,0,2003,43
“대자녀의 이름으로 어떤 이름도 바늘도둑보단 낫다는 거야.,5,1,2003,44
오래지 않아 고양이가 또 돼지비계가 든 항아리 생각으로 가득했어요.,2,0,2003,45
고양이가 쥐에게 말했어요.,0,0,2003,46
"“부탁이 있는데 말이야, 네가 한 번 더 집을 지켜줘야겠어.",2,1,2003,47
 대모가 되어달라는 부탁을 또 받았거든.,2,0,2003,48
 이번엔 아기 목에 흰 반지를 끼우는 역할이야.,2,0,2003,49
 거절할 수 없어서 말이야.,2,0,2003,50
착한 쥐는 동의했어요.,2,0,2003,51
하지만 고양이는 마을의 담들 뒤로 기어 올라가 교회로 들어가 게걸스럽게 돼지비계가 든 항아리의 반을 먹어치어 버렸어요.,2,0,2003,52
"“야 친구 몰래 먹는 이 맛이 꿀맛인걸,”",2,1,2003,53
라며 오늘 자신이 한 일에 대단히 만족해하며 고양이가 말했어요.,0,0,2003,54
고양이가 집으로 돌아왔을 때 쥐가 물었어요.,5,0,2003,55
“그래 아기 세례명은 뭘로 지었데?”,5,1,2003,56
“‘반 다 먹다’야.,5,1,2003,57
라며 고양이가 대답했어요.,5,0,2003,58
“‘반 다 먹다’라고! 뭔 소리야? 세상에 그런 이름을 세례명으로 지어주는 부모도 있어.,5,1,2003,59
 교회 달력에도 안 나오는 이름이란 데에 내기를 해도 좋아!”,5,0,2003,60
고양이의 입이 다시 돼지비계를 좀 더 핥고 싶어 군침으로 잘잘 흐르기 시작했어요.,2,0,2003,61
“좋은 일은 세 번 연속 온다고 하지 않니.,2,1,2003,62
라며 고양이가 말했어요.,0,0,2003,63
“대모로 서 달라는 요청을 또 받았거든.,2,1,2003,64
" 아기는 완전 새까만데, 하얀 발을 가진 애야.",2,0,2003,65
 우리 친지들 중에서도 몸에 흰 털 하나 없는 애가 태어난 건 몇 년 만에 처음이야.,2,0,2003,66
" 그러니 내가 갈 수 있게 해줘, 가도 돼지?”",2,0,2003,67
“‘핥다 말다!’ ‘반 다 먹다!’”,2,1,2003,68
라며 쥐가 대답했어요.,2,0,2003,69
"“어째 이름들이 이상한데, 자꾸 이상한 생각이 나로 하여금 들게 만들어.",2,1,2003,70
"“짙은 회색 털외투를 입고 긴 꼬리를 하고서,”",2,1,2003,71
라며 고양이가 말했어요.,0,0,2003,72
“네가 집에만 앉아 있다 보니 그런 요상한 생각들이 드는 걸 거야.,2,1,2003,73
 그게 다 낮에 네가 외출을 안 해서야.,2,0,2003,74
"고양이가 외출한 동안, 쥐는 방을 깨끗이 치우고 정리정돈을 했어요.",2,0,2003,75
"하지만 탐욕스러운 고양이는, 쥐가 집 청소를 하는 사이에, 돼지비계가 든 항아리를 죄다 먹어치워 버렸답니다.",2,0,2003,76
"“싹 다 먹었다, 이제야 마음이 좀 놓이네.",2,1,2003,77
라며 고양이는 혼잣말을 했어요.,2,0,2003,78
돼지비계로 배를 가득 채운 상태로 밤이 되어서야 고양이는 돌아왔어요.,2,0,2003,79
얼굴을 다시 보자 말자 쥐가 ,5,0,2003,80
“이번엔 아기 이름이 뭐였는데?”,5,1,2003,81
라고 물었어요.,5,0,2003,82
"“지난 번 이름들과 같아,”",5,1,2003,83
라며 고양이가 말했어요.,0,0,2003,84
“이번엔 ‘싹 다 비워’야.,5,1,2003,85
"“‘싹 다 비워’라고,”",3,1,2003,86
라며 쥐가 소리쳤어요.,3,0,2003,87
“이름들이 죄다 너무 의심스러운데! 난 그런 이름을 성경에서도 본 적이 없어.,5,1,2003,88
 ‘싹 다 비워’라.,5,1,2003,89
 무슨 의미일까?”,5,0,2003,90
쥐는 고개를 흔들며 몸을 동그랗게 말고 있더니 스르르 잠이 들고 말았어요.,5,0,2003,91
이후 아무도 고양이보고 ‘대모’가 되어 달라 초대하지 않았어요.,5,0,2003,92
"하지만 겨울이 되어 야외에서 더 이상 먹을 걸 찾을 수 없게 되자, 쥐는 돼지비계 항아리를 생각해내곤 말했어요.",0,0,2003,93
"“가자 고양이야, 이런 때를 대비해서 돼지비계가 든 항아리를 보관해두었잖니….",3,1,2003,94
 이제부턴 불행 끝 행복 시작이야.,3,0,2003,95
“그래.,3,1,2003,96
라며 고양이가 대답했어요.,3,0,2003,97
“입맛을 다실 때가 좋은 거지.,3,1,2003,98
그들은 출발했어요.,3,0,2003,99
하지만 교회에 도착해서 보니 항아리를 분명 그 자리에 놓여 있는데 돼지비계는 온데간데없이 사라지고 없었어요.,3,0,2003,100
“아하!”,3,1,2003,101
라며 쥐가 탄식하며 말했어요.,0,0,2003,102
“이제야 그동안 뭔 일이 있었던 건지 알겠다. ,4,1,2003,103
그동안 네가 한 소리들도 죄다 뭔 소린지 이해했고! 네가 진정한 친구라고! 넌 있지도 않은 ‘대모’ 행세를 하며 돼지비계를 죄다 먹어치우고 있었던 거야.,4,1,2003,104
" 첫 번째는 ‘핥다 말았고!’, 그 다음엔 ‘반 다 먹고’, 그런 다음엔…,”",3,0,2003,105
"“입 다물어,”",3,1,2003,106
라며 고양이가 소리쳤어요.,3,0,2003,107
“만약 이 이후로 한 마디만 더 하면 너도 먹어버릴 거니까.,3,1,2003,108
그건 ,4,0,2003,109
“싹 다 먹었지.,4,1,2003,110
라는 말이 이미 불쌍한 쥐의 입에서 내뱉어진 이후였어요.,4,0,2003,111
쥐가 그 말을 내뱉자마자 고양이는 얼른 쥐에게 달려들어 쥐를 붙잡고는 한 입에 삼켜버렸어요.,4,0,2003,112
"진실로, 이게 바로 세상의 이치랍니다.",4,0,2003,113
