Text,Feeling,Talking,book_id,sentence_id
"하지만 개구리가 개골개골, 개골개골 외쳐대는 소리가 공주를 따라잡을 만큼 컸다고 한들 과연 도움이 되었을까요?아니죠, 공주가 그 말을 들어줄 리가 없죠",2,0,40001,45
"실제로도 공주는 잽싸게 집으로 돌아온 다음에, 다시 자신의 우물로 돌아가야 했던 불쌍한 개구리 일랑은 완전히 잊고 말았어요",2,0,40001,46
"다음날 공주가 왕과 신하들과 함께 식탁에 앉아 자신의 예쁜 황금 접시에 담긴 음식을 먹고 있는데, 대리석 계단을 오르는 소리가, 첨벙 첨벙, 첨벙 첨벙, 하고서 울리며 다가오는 것이다",2,0,40001,47
" 그 소리가 계단 꼭대기까지 다다르자, 누군가가 문을 똑똑 노크하며 소리쳤다",2,0,40001,48
"*공주, 막내 공주, 저에요, 문을 열어주세요*",2,1,40001,49
 누군지 보려고 달려간 공주가 문을 열었을 때 어마나 세상에 문 앞에 어제 그 개구리가 앉아 있지 뭐예요,2,0,40001,50
"그래서 공주가 문을 사정없이 닫아버리고는 허둥대며 다시 자리로 와 식사를 계속했지만, 공주도 너무나도 놀란 건 사실이었어요",2,0,40001,51
누가 봐도 공주의 얼굴이 붉으락푸르락한 게 보였어요,2,0,40001,52
그래서 왕이 말했어요,0,0,40001,53
"*딸애야, 왜 그러니? 문 앞에서 너를 데려가려는 거인이라도 본 게냐*",2,1,40001,54
"*아, 아냐*",2,1,40001,55
라며 공주가 말했어요,0,0,40001,56
*거인이 아니라 구역질나는 개구리 한 마리야*,2,1,40001,57
*개구리가 왜 너를 부른단 말이냐*,2,1,40001,58
"*아 그게, 아빠, 내가 어제 숲에 있는 우물가에 앉아 공을 만지작거리다 황금 공을 우물 속에 떨어뜨리고 말았거든",2,1,40001,59
 그래서 울고 있는데 개구리가 공을 다시 갖다 주었어,2,0,40001,60
" 그러면서 우기길, 자기를 내 친구로 삼아 달라고 약속해달란 거야",2,0,40001,61
" 하지만 개구린 물에서 살잖아! 그런데 지금 저렇게 문 앞에 있네, 들여보내 달라며*",2,0,40001,62
그러는 사이에 개구리가 똑똑 하며 두 번째 노크를 하며 소리치고 있었어요,2,0,40001,63
"*공주님! 막내공주님!제게 문을 열어주시어요!어제 시원한 분수대 옆 물가에서제게 하신 말씀을 그새 잊으신 건 아니겠죠?공주님, 막내공주님!어서 문을 열어주시어요*",2,1,40001,64
 그러자 왕이 말씀하셨어요,0,0,40001,65
*약속은 지키라고 있는 게다,2,1,40001,66
 어서 가서 그 분을 들이 거라*,2,0,40001,67
"공주가 마지못해 가, 문을 열어주자, 개구리는 폴짝 폴짝 뛰어 안으로 들어와선 공주님 뒤를 쫓았어요, 한 발짝 한 발짝, 드디어 공주 의자에까지 왔어요",2,0,40001,68
 거기서 개구리가 소리쳤어요,0,0,40001,69
*당신 옆으로 올려줘요*,2,1,40001,70
"공주가 머뭇거리자, 마침내 왕께서 그리하라 이르셨어요",0,0,40001,71
"공주의 의자에 일단 한 번 착석을 하자, 개구리가 이번엔 식탁 위로 가고 싶어 했어요",2,0,40001,72
식탁 위에서 이제 개구리가 말했어요,2,0,40001,73
"*자, 당신의 예쁜 황금 접시에 담긴 음식을 우리가 함께 먹을 수 있도록 그 황금 접시를 더 내 쪽으로 밀어줘요*",2,1,40001,74
"공주가 그리 했어요, 하지만 속으론 절대 그리 하고 싶어 하지 않는 눈치였다는 건 당연지사",2,0,40001,75
개구리는 자신이 먹는 걸 즐거워했어요,2,0,40001,76
하지만 공주는 음식 한 입 한 입마다 정말이지 숨이 막혀 죽을 지경이었어요,2,,40001,77
마침내 개구리가 말했어요,0,0,40001,78
*이제 만족하게 먹었으니,2,1,40001,79
" 좀 피곤한데, 나를 당신의 예쁜 방으로 데려가 주고 당신의 예쁜 비단 침대에 자리를 펴줘요, 우리 같이 누워 자자고요*",2,0,40001,80
공주가 급기야 눈물을 터뜨렸어요,3,0,40001,81
차가운 개구리를 만지고 싶지 않거니와 자신의 예쁘고 깨끗한 이쁜이 침대에서 재우기도 넘 싫었기 때문이죠,3,0,40001,82
하지만 왕께서 역정을 내시면 말씀하셨어요,3,0,40001,83
*너를 도와주신 분께 이 무슨 무례란 말이냐*,3,1,40001,84
그래서 공주는 개구리를 두 손가락으로 쥐고서 2층으로 가 방구석에 두었어요,2,0,40001,85
"하지만 공주가 침대에 앉자 개구리가 공주에게로 기어오며 말하길,",2,0,40001,86
"*나 피곤해, 네 옆에서 자고 싶어, 나를 들어 올려줘, 그렇지 않음 네 아버지께 다 이를 거야*",2,1,40001,87
그 바람에 공주의 참아왔던 화가 폭발하고 말았어요,3,0,40001,88
개구리를 집어다 벽에다 사정없이 내던지고 말았어요,3,0,40001,89
"*자, 이제 좀 조용해지시겠지, 이 가증스런 개구리야*",3,1,40001,90
라며 공주가 말했어요,0,0,40001,91
그런데 바닥으로 떨어진 개구리가 더 이상 개구리가 아닌 거예요,1,0,40001,92
"어머나, 세상에 개구리는 어디가고 웬 아름답고 상냥한 눈동자를 지닌 왕자님이 서 계시지 뭐예요",1,0,40001,93
왕의 말씀에 따라 왕자는 이제 공주의 연인이자 남편이 되었어요,1,0,40001,94
"그러고 나서 왕자는 공주에게 자신이 어떻게 하여 사악한 마녀의 마법에 빠지게 되었는지, 그리고 그 마녀가 공주 외에는 아무도 자신을 우물에서 구하지 못하게 했는지를 말해주었어요",1,0,40001,95
 그 다음날 공주와 왕자는 함께 왕자의 왕국으로 갈 예정이었어요,1,0,40001,96
"그리고 같이 잠을 잤어요, 다음날 아침 눈부신 햇살이 그들을 깨우자, 8마리의 흰 말들이 끄는 마차가 도착했는데, 말 머리엔 흰색 타조 깃털들이 꽂아져 있었고요 금줄로 치렁치렁 몸을 감싼 말들이었어요",1,0,40001,97
말들 바로 뒷편엔 왕자님의 충실한 종인 ‘헨리’가 타고 있었어요,1,0,40001,98
 자신의 주인이 개구리로 변해버리자 너무도 비참했던 충실한 ‘헨리’는 비탄과 슬픔에 자신의 심장이 터져버리는 것을 방지하기 위해 가슴에 ‘철대’ 세 개를 둘러매었더랬어요,1,0,40001,99
왕자님 부부를 왕자님의 왕국으로 태우고 갈 마차를 끌고 온 충실한 헨리는 두 분을 도와 마차에 태워드린 훈 다시 뒷좌석으로 가 앉았어요,1,0,40001,100
왕자님이 사악한 마법에서 해방되신 게 ‘헨리’는 너무도 기뻤답니다,1,0,40001,101
마차를 타고 가는 도중에 중간 중간 왕자님은 자신의 뒤에서 무엇인가가 마치 부서질 듯 갈라지는 소리를 들었어요,1,0,40001,102
그래서 뒤돌아보며 소리쳤어요,1,0,40001,103
"*헨리, 마차가 부서지고 있어*",1,1,40001,104
"*아닙니다, 주인님, 마차가 아니에요",1,1,40001,105
 제 가슴에서 나는 악기 소리에요,1,0,40001,106
 왕자님이 개구리로 변해 우물 속에 갇히셨을 때 제가 슬픔을 참지 못하고 제 가슴에 둘러맨 쇠테에요*,1,0,40001,107
"마차가 가는 도중에 또다시 그리고 한 번 더 또다시 뭔가가 와장창 깨지는 소리가 났고, 그럴 때마다 왕자님은 이번엔 정말이지 마차가 박살나고 있다고 생각했어요",1,0,40001,108
쥐를 친구로 둔 어떤 고양이가 살고 있었다,1,0,40002,1
 고양이는 자신이 쥐에 대해 사랑과 우정을 느낀다고 말하였다,1,0,40002,2
 결국 쥐도 그들이 함께 사는 것에 동의하였다,1,0,40002,3
"*하지만 우린 겨울 식량을 준비해야해, 그렇지 않음 굶주릴 테니까*",5,1,40002,4
라고 고양이가 말을 했다,0,0,40002,5
*그리고 너 쥐는 특히 더 조심해야해,5,1,40002,6
" 사방에 위험투성이라, 어느 날 쥐덫에 걸릴지도 모를 일이니까*",5,0,40002,7
 쥐는 고양이의 좋은 충고를 따라 돼지비계가 가득 든 항아리를 준비했다,5,0,40002,8
 하지만 과연 이걸 어디다 보관할지 그들은 몰랐다,5,0,40002,9
 결국 오랜 숙고 끝에 고양이가 말했어요,5,0,40002,10
*교회만한 곳이 없지,5,1,40002,11
 거긴 두면 아무도 훔쳐갈 생각을 못할 거 아냐,5,0,40002,12
 성찬대 밑에 두자 그리고 정말 필요한 때가 올 때까진 손대지 말자*,5,0,40002,13
그래서 항아리는 안전하게 교회 성찬대 밑에 보관되었습니다,5,0,40002,14
그런데 오래지 않아 고양이는 그게 너무 입에 대고 싶은 거예요,5,0,40002,15
그래서 쥐에게 말했어요,0,0,40002,16
"*생쥐야, 네게 할 중요한 말이 있어",5,1,40002,17
 내 사촌의 아기가 이번에 세례를 받는데 나보고 대모를 맡아 달라네,5,0,40002,18
" 왜 있지, 갈색 점들이 숭숭 박혀 있는 흰 고양이 말이야",5,0,40002,19
 세례용 물을 담은 큰 그릇 위로 내가 아기를 붙잡아주기로 했거든,5,0,40002,20
" 그럼 나는 가 볼테니, 넌 집 잘 지키고 있으렴*",5,0,40002,21
"*그래, 그래*",5,1,40002,22
라며 쥐가 대답했어요,0,0,40002,23
"*좋고 말고, 가서 맛난 거 먹거든 내 생각이나 해줘, 캬~ 나도 세례식에서 사용하는 달콤한 레드와인 한 모금 마셔봤음 소원이 없겠다*",5,1,40002,24
 하지만 그건 모두 거짓말이었어요,2,0,40002,25
고양이에겐 사촌이 한 명도 없었거든요,2,0,40002,26
 또한 대모가 되어달라는 요청도 업었고 말이에요,2,0,40002,27
고양이는 곧장 교회로 가 돼지비계가 든 항아리를 거머쥐곤 핥아먹기 시작해 순식간에 항아리 윗부분에 있던 돼지비계들을 죄다 핥아먹어 버렸어요,2,0,40002,28
그런 다음 마을의 지붕들 위를 유유히 거닐며 햇살에 팔다리를 쭉 펴고 누워있다 돼지비계 생각이 날 때마다 입술을 핥았어요,2,0,40002,29
 그러다 저녁 무렵에 집으로 돌아갔지요,2,0,40002,30
"*어이, 왔구나*",2,1,40002,31
라며 쥐가 말했어요,2,0,40002,32
*오늘 즐거웠겠지*,2,1,40002,33
*다 잘 됐어*,2,1,40002,34
라고 고양이가 말했어요,0,0,40002,35
*그래 아기 이름을 뭘로 지은 거야*,5,1,40002,36
*핥다 말았다*,5,1,40002,37
라며 고양이가 아주 쿨하게 말했어요,0,0,40002,38
*핥다 말았다라고*,5,1,40002,39
라며 쥐가 큰소리로 말했어요,0,0,40002,40
"*그 참 요상한 이름이네, 너희 고양이들에겐 친숙한 이름이니*",5,1,40002,41
*그 이름이 의미하는 바는*,5,1,40002,42
라며 고양이가 말했어요,0,0,40002,43
*대자녀의 이름으로 어떤 이름도 바늘도둑보단 낫다는 거야*,5,1,40002,44
오래지 않아 고양이가 또 돼지비계가 든 항아리 생각으로 가득했어요,2,0,40002,45
고양이가 쥐에게 말했어요,2,0,40002,46
"*부탁이 있는데 말이야, 네가 한 번 더 집을 지켜줘야겠어",2,1,40002,47
 대모가 되어달라는 부탁을 또 받았거든,2,0,40002,48
 이번엔 아기 목에 흰 반지를 끼우는 역할이야,2,0,40002,49
 거절할 수 없어서 말이야*,2,0,40002,50
착한 쥐는 동의했어요,2,0,40002,51
하지만 고양이는 마을의 담들 뒤로 기어 올라가 교회로 들어가 게걸스럽게 돼지비계가 든 항아리의 반을 먹어치어 버렸어요,2,0,40002,52
*야 친구 몰래 먹는 이 맛이 꿀맛인걸*,2,1,40002,53
라며 오늘 자신이 한 일에 대단히 만족해하며 고양이가 말했어요,2,0,40002,54
고양이가 집으로 돌아왔을 때 쥐가 물었어요,0,0,40002,55
*그래 아기 세례명은 뭘로 지었데*,5,1,40002,56
*‘반 다 먹다’야*,5,1,40002,57
라며 고양이가 대답했어요,5,0,40002,58
*‘반 다 먹다’라고! 뭔 소리야? 세상에 그런 이름을 세례명으로 지어주는 부모도 있어,5,1,40002,59
 교회 달력에도 안 나오는 이름이란 데에 내기를 해도 좋아*,5,0,40002,60
고양이의 입이 다시 돼지비계를 좀 더 핥고 싶어 군침으로 잘잘 흐르기 시작했어요,5,0,40002,61
*좋은 일은 세 번 연속 온다고 하지 않니*,5,1,40002,62
라며 고양이가 말했어요,0,0,40002,63
*대모로 서 달라는 요청을 또 받았거든,5,1,40002,64
" 아기는 완전 새까만데, 하얀 발을 가진 애야",5,0,40002,65
 우리 친지들 중에서도 몸에 흰 털 하나 없는 애가 태어난 건 몇 년 만에 처음이야,5,0,40002,66
" 그러니 내가 갈 수 있게 해줘, 가도 돼지*",5,0,40002,67
*‘핥다 말다!’ ‘반 다 먹다!*,5,1,40002,68
라며 쥐가 대답했어요,0,0,40002,69
"*어째 이름들이 이상한데, 자꾸 이상한 생각이 나로 하여금 들게 만들어*",2,1,40002,70
*짙은 회색 털외투를 입고 긴 꼬리를 하고서*,2,1,40002,71
라며 고양이가 말했어요,0,0,40002,72
*네가 집에만 앉아 있다 보니 그런 요상한 생각들이 드는 걸 거야,2,1,40002,73
 그게 다 낮에 네가 외출을 안 해서야*,2,0,40002,74
"고양이가 외출한 동안, 쥐는 방을 깨끗이 치우고 정리정돈을 했어요",5,0,40002,75
"하지만 탐욕스러운 고양이는, 쥐가 집 청소를 하는 사이에, 돼지비계가 든 항아리를 죄다 먹어치워 버렸답니다",5,0,40002,76
"*싹 다 먹었다, 이제야 마음이 좀 놓이네*",2,1,40002,77
라며 고양이는 혼잣말을 했어요,0,0,40002,78
돼지비계로 배를 가득 채운 상태로 밤이 되어서야 고양이는 돌아왔어요,5,0,40002,79
얼굴을 다시 보자 말자 쥐가 ,5,0,40002,80
*이번엔 아기 이름이 뭐였는데*,5,1,40002,81
라고 물었어요,0,0,40002,82
*지난 번 이름들과 같아*,5,1,40002,83
라며 고양이가 말했어요,0,0,40002,84
*이번엔 ‘싹 다 비워’야*,5,1,40002,85
*‘싹 다 비워’라고*,5,1,40002,86
라며 쥐가 소리쳤어요,0,0,40002,87
*이름들이 죄다 너무 의심스러운데! 난 그런 이름을 성경에서도 본 적이 없어,5,1,40002,88
 ‘싹 다 비워’라,5,1,40002,89
 무슨 의미일까*,5,1,40002,90
쥐는 고개를 흔들며 몸을 동그랗게 말고 있더니 스르르 잠이 들고 말았어요,5,0,40002,91
이후 아무도 고양이보고 ‘대모’가 되어 달라 초대하지 않았어요,5,0,40002,92
"하지만 겨울이 되어 야외에서 더 이상 먹을 걸 찾을 수 없게 되자, 쥐는 돼지비계 항아리를 생각해내곤 말했어요",5,0,40002,93
"*가자 고양이야, 이런 때를 대비해서 돼지비계가 든 항아리를 보관해두었잖니…",5,1,40002,94
 이제부턴 불행 끝 행복 시작이야*,5,1,40002,95
*그래*,2,1,40002,96
라며 고양이가 대답했어요,0,0,40002,97
*입맛을 다실 때가 좋은 거지*,2,1,40002,98
그들은 출발했어요,2,0,40002,99
하지만 교회에 도착해서 보니 항아리를 분명 그 자리에 놓여 있는데 돼지비계는 온데간데없이 사라지고 없었어요,2,0,40002,100
*아하*,2,1,40002,101
라며 쥐가 탄식하며 말했어요,2,0,40002,102
"*이제야 그동안 뭔 일이 있었던 건지 알겠다, 그동안 네가 한 소리들도 죄다 뭔 소린지 이해했고! 네가 진정한 친구라고! 넌 있지도 않은 ‘대모’ 행세를 하며 돼지비계를 죄다 먹어치우고 있었던 거야",2,1,40002,103
" 첫 번째는 ‘핥다 말았고!’, 그 다음엔 ‘반 다 먹고’, 그런 다음엔…*",2,1,40002,104
*입 다물어*,3,1,40002,105
라며 고양이가 소리쳤어요,3,0,40002,106
*만약 이 이후로 한 마디만 더 하면 너도 먹어버릴 거니까*,3,1,40002,107
그건 ,0,0,40002,108
*싹 다 먹었지*,3,1,40002,109
라는 말이 이미 불쌍한 쥐의 입에서 내뱉어진 이후였어요,3,0,40002,110
쥐가 그 말을 내뱉자마자 고양이는 얼른 쥐에게 달려들어 쥐를 붙잡고는 한 입에 삼켜버렸어요,3,0,40002,111
"진실로, 이게 바로 세상의 이치랍니다",5,0,40002,112
 성모 마리아의 아이거대한 숲에서 아내와 함께 힘들게 살고 있는 나무꾼이 하나 있었습니다,5,0,40003,1
그들에게는 세 살 배기 어린 딸이 하나 있었습니다,5,0,40003,2
하지만 그들은 너무도 가난했기 때문에 양식을 구할 길이 없어 딸아이를 어찌 먹여살릴지 앞이 깜깜했습니다,5,0,40003,3
" 그러던 어느 날 나무꾼이 우울하게 숲으로 나무 하러 갔는데, 잠시 나무를 베고 있자니, 갑자기 눈앞에 빛나는 별들로 이루어진 왕관을 머리 위에 쓴 아름답고 키가 큰 여인 한 명이 나타나 이렇게 나무꾼에게 말하는 것입니다",5,0,40003,4
*나는 아기 예수의 어머니인 동정녀 성모 마리아다,5,1,40003,5
" 네 생활이 가난해 딱하니, 네 아이를 내게 데려오려무나, 그럼 내가 그 애를 데려다 키워주며 어미처럼 보살펴주겠다*",5,1,40003,6
 나무꾼이 그 말에 따라 아이를 데려와 성모 마리아께 건네자 성모 마리아께서 아이를 데리고 하늘나라로 올라가셨어요,5,1,40003,7
아이는 그곳에서 편히 잘 살았어요,1,0,40003,8
" 설탕 케이크도 먹고요, 단 우유도 마시고요, 금으로 만든 옷도 입고요, 아기 천사들과 놀고요",1,0,40003,9
"그녀가 14살이 되던 날, 성모 마리아께서 그녀를 부르시어 말씀하시길,",1,0,40003,10
"*얘야, 내가 긴 여행을 하려 하니, 여기 이 하늘나라의 13개의 열쇠를 가지고 있거라",2,1,40003,11
" 이들 중 12개의 열쇠는 네 마음대로 열어보고 방안에 든 영예로움을 봐도 된다만, 하지만 13번째 열쇠는 절대 열어봐선 안 된다",2,1,40003,12
" 그 방문을 여는 것을 경계해라, 그렇지 않음 넌 네 스스로를 비참함으로 몰아갈 것이다*",2,1,40003,13
  소녀는 그 말씀에 따르리라 약속드렸어요,0,0,40003,14
"성모 마리아께서 가고 나자, 소녀는 하늘나라의 왕국에 있는 방들을 살피기 시작했어요",5,0,40003,15
매일 방 하나씩을 열어봤어요,5,0,40003,16
그러다 12개의 방문을 다 열어봤지요,5,0,40003,17
각 방들엔 찬란한 빛이 방 가운데를 비추는 가운데 ‘사도’들이 앉아 계셨어요,5,0,40003,18
소녀는 그 존엄과 빛남을 보는 게 즐거웠어요,1,0,40003,19
같이 동행한 아기 천사들도 너무너무 좋아했고요,1,0,40003,20
이제 금지된 문만 남았어요,2,0,40003,21
그 문 뒤에 무엇이 있을지 소녀는 너무너무 궁금해졌어요,2,0,40003,22
그래서 아기 천사들에게 말했어요,0,0,40003,23
"*많이 열어보지 않고, 안으로 들어가지 않고, 그냥 문만 열게",2,1,40003,24
 열린 문틈 사이로 살짝 들어다만 볼게*,2,1,40003,25
*안 돼 안 돼*,2,1,40003,26
라며 아기 천사들이 말했어요,0,0,40003,27
*그건 죄 짓는 거야,2,1,40003,28
 성모 마리아님께서 그건 네 불행을 야기할 수 있다며 금지하신 거잖아*,2,1,40003,29
  그러자 소녀가 입을 닫았어요,2,0,40003,30
하지만 가슴 속 욕망은 가만있지 않고 그녀의 마음을 갉아먹고 막 괴롭혀 한시도 쉬지 않게 했어요,2,0,40003,31
"한 번은 아기 천사들이 모두 놀러간 사이, 소녀가 생각했어요",2,0,40003,32
"*나만 남았네, 살짝만 엿봐야지",2,1,40003,33
 내가 그런다고 아무도 모를 거잖아*,2,1,40003,34
소녀가 열쇠를 찾아 손에 넣었어요,2,0,40003,35
 열쇠를 자물쇠에 넣고 살짝 돌리자 자물쇠가 돌아갔어요,2,0,40003,36
그 반동으로 방문이 열렸어요,2,0,40003,37
 거기에 불길과 같은 휘황찬란한 빛 한가운데에 삼위일체의 하느님께서 앉아 계신게 보였어요,2,0,40003,38
소녀는 거기 잠시 머물며 놀라며 바라봤어요,2,0,40003,39
그때 소녀가 자신의 손가락으로 그 빛을 조금 만져보았아요,3,0,40003,40
그러자 그녀의 손가락이 금빛으로 변했어요,3,0,40003,41
그 즉시 큰 두려움이 밀려온 소녀가 방문을 급하게 쾅 닫곤 도망쳤어요,3,0,40003,42
두려움은 소녀가 감당할 수 있는 게 아니었어요,3,0,40003,43
게다가 손가락도 여전히 금빛으로 남아 지워지지 않았고요,3,0,40003,44
아무리 문질러도 금빛이 씻겨나가지 않았던 거예요,3,0,40003,45
머지않아 성모 마리아께서 여행에서 돌아오셨어요,2,0,40003,46
성모 마리아께서 소녀를 앞으로 부르시어 하늘나라의 열쇠들을 달라 말씀하셨어요,2,0,40003,47
"소녀가 열쇠 뭉치를 드릴 때, 성모 마리아께서 소녀의 눈을 보시곤 말씀하셨어요",2,0,40003,48
*13번째 방문을 열지 않았지*,2,1,40003,49
*네*,2,1,40003,50
라며 소녀가 대답했어요,0,0,40003,51
그러자 성모 마리아께서 소녀의 가슴에 손을 얹으시어 심장이 어찌 뛰나 보시곤 대번에 소녀가 자신의 말을 어기고 그 방문을 열어봤다는 것을 인지하셨어요,2,0,40003,52
 성모 마리아께서 한 번 더 말씀하셨어요,0,0,40003,53
*그 방문을 연 적이 없니*,2,1,40003,54
*예*,2,1,40003,55
라고 소녀가 두 번째로 말했어요,0,0,40003,56
" 그때 성모 마리아께서, 하늘나라의 불에 닿아 금빛으로 변한 소녀의 손가락을 보시곤 이 아이가 죄를 지었다 더 잘 아셨어요",2,0,40003,57
그래서 세 번째로 말씀하셨어요,0,0,40003,58
*정말 연 적이 없니*,2,1,40003,59
*네*,2,1,40003,60
라고 소녀가 세 번째로 말했어요,0,0,40003,61
그러자 성모 마리아께서 말씀하셨어요,0,0,40003,62
*넌 내 말을 어겼다,5,1,40003,63
 게다가 지금 거짓말까지 하고 있다,5,0,40003,64
 너는 더는 하늘나라에서 살 자격이 없다*,5,0,40003,65
그러자 소녀는 깊은 잠에 빠져 들었어요,2,0,40003,66
소녀가 깨어보니 자신이 대지 위에 누어있는 거예요,2,0,40003,67
 그것도 거친 들판 한 가운데요,2,0,40003,68
소녀는 울고 싶었지만 소리가 나오지 않았어요,4,0,40003,69
소녀는 일어나 도망치고 싶었어요,4,0,40003,70
하지만 아무리 발버둥 쳐도 도저히 여자 힘으론 뚫을 수 없는 두꺼운 가시울타리 때문에 돌아와야 했어요,4,0,40003,71
그녀가 갇혀 있는 이 볼모지의 땅엔 나이 들어 속이 빈 나무 한 그루가 서 있었어요,4,0,40003,72
소녀는 이 속이 빈 나무를 집으로 삼아야했어요,4,0,40003,73
밤이 오자 소녀는 그 나무에 기어들어가 잠을 청했어요,4,0,40003,74
 나무는 또한 폭풍과 비로부터도 안식처가 되어 주었어요,4,0,40003,75
"하지만 거친 들판에서의 삶이란 역시 비참하기 마련이었고, 자신이 하늘나라에서 누린 행복과 아기천사들과 뛰어놀던 것이 떠오를 때면 소녀는 뼈저리게 울곤 했답니다",4,0,40003,76
 그녀의 유일한 식량은 나무뿌리들과 야생열매들이었어요,4,0,40003,77
왜냐하면 거친 들판에서 구할 수 있는 게 그것뿐이었기 때문이죠,4,0,40003,78
가을이 되어 나무 열매와 낙엽들이 떨어지자 그녀는 그것들을 주어다 구멍을 채웠어요,4,0,40003,79
가을에 주운 나무열매들이 겨울식량이 된 거죠,4,0,40003,80
"눈이 내리고 얼음이 얼자, 그녀는 동상에 걸리지 않으려는 불쌍한 어린 동물마냥 낙엽들 사이로 기어들어야했어요",4,0,40003,81
" 머지않아 그녀의 옷은 다 찢어지고 그나마 붙어 있던 옷도 떨어질 때로 떨어져 나갈 때 쯤, 다행히 다시 햇살이 따뜻해져서 그녀도 나와 나무 앞에 앉았어요",5,0,40003,82
그녀의 기다란 머리카락들이 외투 마냥 양쪽 갈래로 그녀를 덮고 있었어요,5,0,40003,83
여러 해를 그렇게 그녀는 현세의 고통과 비참함을 맛보며 살았어요,5,0,40003,84
"어느 날 나무들에 새싹이 돋아날 무렵, 이 지역의 왕이 숲으로 사냥을 나왔어요",5,0,40003,85
왕이 노루를 뒤쫓아 왔어요,5,0,40003,86
노루가 울창하게 뒤덮인 숲으로 도망가자 왕은 말에서 내려 가시나무들을 산산조각내고 칼로 길을 냈어요,5,0,40003,87
