조건별분석,,,,,,,,,,,
[검색조건],,,,,,,,,,,
"		0",전국,19-Jun,21.3,26.8,35.7,대구,합천,16.7,4.3,대관령,
"		0",전국,19-May,18.6,25.5,35.6,울진,영천,11.8,-3.6,대관령,
"		0",전국,19-Apr,12,18,29.8,청주,6.2,-8.4,대관령,,
"		0",전국,19-Mar,7.5,13.8,25.1,의성,1.7,-8,대관령,봉화,
"		0",전국,19-Feb,2.4,8,18.4,제주,-2.6,-16.6,대관령,,
"		0",전국,19-Jan,0.3,6.2,15.3,울진,-4.8,-20.1,대관령,,
"		0",전국,18-Dec,1.1,6.3,22.9,제주,-3.4,-20.3,대관령,,
"		0",전국,18-Nov,8.1,14.4,22.8,김해시,3,-9.2,대관령,,
"		0",전국,18-Oct,13,19.1,27.6,양산시,7.9,-4.5,대관령,,
"		0",전국,18-Sep,20.4,25.3,31.6,부안,양산시,합천,16.3,1.8,대관령
"		0",전국,18-Aug,27.3,32.2,41,홍천,23.3,10.9,대관령,,
"		0",전국,18-Jul,26.8,31.6,39.9,의성,22.9,10.4,대관령,,
"		0",전국,18-Jun,22.2,27.8,37,영덕,17.6,6.4,대관령,,
"		0",전국,18-May,17.8,23.4,32.9,경주시,12.7,0.4,대관령,,
"		0",전국,18-Apr,13.3,19.6,33.2,울진,7.3,-4.8,대관령,장수,
"		0",전국,18-Mar,8.1,14.3,26.8,울진,2.5,-17.1,대관령,,
"		0",전국,18-Feb,-0.2,5.6,17.5,제주,-5.7,-23.4,대관령,,
"		0",전국,18-Jan,-2,3,16.2,서귀포,-6.4,-25.2,철원,,
"		0",전국,17-Dec,-0.1,5,16.5,성산,-5,-20.5,대관령,,
"		0",전국,17-Nov,6.8,12.9,24.2,제주,양산시,1.3,-15.3,대관령,
"		0",전국,17-Oct,15.3,21,30.5,양산시,10.8,-5.3,대관령,,
"		0",전국,17-Sep,20.6,26.3,32.1,제주,15.8,2.9,대관령,,
"		0",전국,17-Aug,25.4,29.9,39,밀양,21.8,7.6,대관령,,
"		0",전국,17-Jul,26.4,30.6,39.7,경주시,23.2,12.2,태백,,
"		0",전국,17-Jun,21.8,27.8,36.9,영천,16.6,2.4,대관령,,
"		0",전국,17-May,18.7,25.4,36.6,밀양,12.5,1.5,대관령,,
"		0",전국,17-Apr,13.9,20.3,31.5,의성,7.8,-3.4,대관령,,
"		0",전국,17-Mar,6.3,12.6,21.8,함양군,0.6,-10.4,대관령,,
"		0",전국,17-Feb,1.6,7.3,18.9,제주,-3.8,-17.1,대관령,,
"		0",전국,17-Jan,0.1,5.5,17.9,고산,-4.8,-21.1,대관령,,
"		0",전국,16-Dec,3.1,8.2,22.3,제주,-1.6,-21.7,대관령,,
"		0",전국,16-Nov,7.8,13.2,24.3,성산,3,-10.6,철원,,
"		0",전국,16-Oct,15.8,20.7,32.1,제주,11.9,-4,철원,,
"		0",전국,16-Sep,21.6,26.2,33,광주,제주,18.1,6.1,철원,
"		0",전국,16-Aug,26.7,32,39.6,영천,22.5,7.3,대관령,,
"		0",전국,16-Jul,25.4,29.7,36.7,창원,22,10.6,대관령,,
"		0",전국,16-Jun,22.3,27.2,34.1,의성,18.1,3.1,대관령,,
"		0",전국,16-May,18.6,25.1,33.7,합천,12.4,0.3,대관령,,
"		0",전국,16-Apr,13.8,20.2,30.9,동두천,8.2,-2.8,대관령,,
"		0",전국,16-Mar,7.2,13.3,24.2,함양군,1.6,-17.3,대관령,,
"		0",전국,16-Feb,1.7,7,21.9,전주,-3.1,-18,대관령,,
"		0",전국,16-Jan,-0.9,3.7,17.5,성산,-5.1,-23,대관령,,
"		0",전국,15-Dec,3.5,8.2,20.1,제주,-0.6,-15.2,철원,,
"		0",전국,15-Nov,10.1,14.1,24,김해시,6.6,-9.3,대관령,,
"		0",전국,15-Oct,15,21.5,28.4,광양시,9.6,-7.3,대관령,,
"		0",전국,15-Sep,20.5,26.2,31.7,전주,15.6,4.6,대관령,,
"		0",전국,15-Aug,25.2,30.2,38.7,의성,21.4,12,대관령,태백,
"		0",전국,15-Jul,24.4,28.7,37.9,경주시,20.9,8.5,대관령,,
"		0",전국,15-Jun,21.7,27.1,35.6,영월,17.2,2.7,대관령,,
"		0",전국,15-May,18.6,25.1,35.5,밀양,12.3,0,대관령,,
"		0",전국,15-Apr,12.7,18.6,31.7,울진,7.4,-3,대관령,,
"		0",전국,15-Mar,6.7,13.5,25.6,경주시,0.5,-14.6,대관령,,
"		0",전국,15-Feb,2,7.3,19.5,서귀포,-2.5,-18.1,철원,,
"		0",전국,15-Jan,0.5,5.5,17.5,제주,-3.9,-19.8,대관령,,
"		0",전국,14-Dec,-0.5,4.3,17,서귀포,-5,-20.5,제천,,
"		0",전국,14-Nov,8.8,14.5,24.9,서귀포,4.1,-8.6,대관령,,
"		0",전국,14-Oct,14.8,21.2,30,전주,9.5,-4,대관령,,
"		0",전국,14-Sep,20.9,26.5,32.4,경주시,16.4,4.1,대관령,,
"		0",전국,14-Aug,23.8,27.7,36.9,인제,20.8,7.2,대관령,,
"		0",전국,14-Jul,25.1,29.7,37.9,밀양,21.4,9.3,대관령,,
"		0",전국,14-Jun,21.9,26.8,35.4,북강릉,강릉,17.9,9,대관령,
"		0",전국,14-May,18.4,25,37.4,대구,12.1,-0.4,봉화,,
"		0",전국,14-Apr,13.4,19.8,29,밀양,7.6,-7.9,대관령,,
"		0",전국,14-Mar,7.7,13.5,27.2,울진,2.2,-18.4,대관령,,
"		0",전국,14-Feb,2.5,7.9,24.4,합천,-2.1,-19.4,대관령,,
"		0",전국,14-Jan,0.5,6.3,19.1,성산,-4.8,-18.9,대관령,,
"		0",전국,13-Dec,1.5,6.4,17.6,서귀포,-2.9,-18.1,대관령,,
"		0",전국,13-Nov,7.1,12.6,24.9,고산,2.4,-13.6,철원,,
"		0",전국,13-Oct,15.4,21.7,30.3,고산,10.3,-3.4,대관령,,
"		0",전국,13-Sep,21.2,26.4,33.8,영덕,17,4,장수,,
"		0",전국,13-Aug,27.3,32.3,39.2,김해시,23.4,13,대관령,,
"		0",전국,13-Jul,26.3,30.2,36.6,포항,23.2,15.2,울진,,
"		0",전국,13-Jun,22.6,27.7,34.4,대구,18.6,5.8,대관령,,
"		0",전국,13-May,17.8,24.1,34.5,합천,12.1,0.6,대관령,,
"		0",전국,13-Apr,10.3,16.4,31.3,영덕,4.4,-5.3,봉화,,
"		0",전국,13-Mar,6.6,13.5,28.2,전주,0.2,-13.8,대관령,,
"		0",전국,13-Feb,0.7,5.8,21.1,정읍,-4.2,-25.6,대관령,,
"		0",전국,13-Jan,-2.1,3.2,17.4,제주,-6.8,-26.8,대관령,,
"		0",전국,12-Dec,-1.7,3,18,제주,-6,-23.5,대관령,,
"		0",전국,12-Nov,6.6,11.7,20.5,서귀포,1.9,-11,대관령,,
"		0",전국,12-Oct,14.3,21,28.4,광양시,8.8,-3.9,대관령,,
"		0",전국,12-Sep,20.2,25.2,31.6,동두천,16.2,1.5,대관령,,
"		0",전국,12-Aug,26.4,30.7,38.7,영월,23.1,12.8,대관령,,
"		0",전국,12-Jul,25.5,29.7,37.5,밀양,22,10.1,대관령,,
"		0",전국,12-Jun,22.1,27.3,35.3,파주,18,8.2,대관령,,
"		0",전국,12-May,18.3,24.5,33.1,의령군,13,1.5,대관령,,
"		0",전국,12-Apr,12.6,18.8,32,파주,6.7,-6.2,대관령,,
"		0",전국,12-Mar,5.7,10.7,22.5,광양시,1,-12.9,대관령,,
"		0",전국,12-Feb,-0.8,4.7,16.5,서귀포,-5.7,-27.7,봉화,,
"		0",전국,12-Jan,-1.2,3.8,15.3,서귀포,-5.7,-21.8,대관령,,
"		0",전국,11-Dec,0.7,5.5,18.3,서귀포,-3.6,-19.4,대관령,,
"		0",전국,11-Nov,11,15.9,28,전주,6.8,-9,대관령,,
"		0",전국,11-Oct,13.8,20.2,28.8,김해시,8.5,-5.5,대관령,,
"		0",전국,11-Sep,21.1,26.4,35.9,밀양,16.8,1.4,대관령,,
"		0",전국,11-Aug,25.2,29.2,36.7,고창,22.2,10.3,대관령,,
"		0",전국,11-Jul,25.1,28.9,36.1,장흥,22.1,10.4,대관령,,
"		0",전국,11-Jun,21.9,27.1,35.3,속초,울진,17.6,7.7,대관령,
"		0",전국,11-May,17.2,22.8,32.9,동두천,12.1,-0.4,대관령,,
"		0",전국,11-Apr,11.2,17.4,29.2,합천,5.2,-5.8,대관령,,
"		0",전국,11-Mar,4.6,10.5,23.1,밀양,산청,-0.8,-21.1,대관령,
"		0",전국,11-Feb,1.9,7.9,22.3,제주,-3.3,-23.8,대관령,,
"		0",전국,11-Jan,-4.8,0.5,10.7,서귀포,-9.8,-24.3,철원,,
"		",,,,,,,,,,,
"	",,,,,,,,,,,
"	",,,,,,,,,,,
"	",,,,,,,,,,,
"	",,,,,,,,,,,
"	",,,,,,,,,,,
